,emp_title,annual_income,homeownership
9376,programmer analyst,100000.0,MORTGAGE
9377,controls software engineer ,65000.0,RENT
9378,executive assistant,129000.0,RENT
9379,service tech,60000.0,RENT
9381,manager,75500.0,MORTGAGE
9382,marketing director,36800.0,RENT
9383,medicare supervisor,42000.0,MORTGAGE
9384,sergeant ,150000.0,MORTGAGE
9385,nurse,45000.0,MORTGAGE
9386, truck driver,70000.0,OWN
9387,hospital liaison,57000.0,MORTGAGE
9388,supervisor,187500.0,MORTGAGE
9389,administrator,130000.0,MORTGAGE
9390,enginnering technician,57000.0,RENT
9391,president ,90000.0,RENT
9392,home care aide,19250.0,OWN
9395,secretary,24000.0,RENT
9396,lineman/field technician,130000.0,MORTGAGE
9397,occupational therapist - level 3,190000.0,MORTGAGE
9398,owner,52000.0,OWN
9399,shift manager,34000.0,RENT
9400,managing member,101000.0,RENT
9401,engineer,112000.0,MORTGAGE
9402,server,24402.0,RENT
9403,dispatch manager,60000.0,MORTGAGE
9404,production operator ,26000.0,RENT
9405,house keeping,50000.0,RENT
9406,director,200000.0,RENT
9407,supervisor/cook,40000.0,RENT
9408,city clerk,36000.0,OWN
9409,operations manager,62000.0,RENT
9410,supervisor,54600.0,MORTGAGE
9411,engineer,88000.0,MORTGAGE
9412,software engineer,73000.0,MORTGAGE
9413,ceo,125000.0,MORTGAGE
9414,manager,68000.0,MORTGAGE
9415,production operation specialist,61400.91,OWN
9416,officer,125000.0,MORTGAGE
9417,realtor,140000.0,MORTGAGE
9418,receptionist,28000.0,RENT
9419,secretary,25800.0,OWN
9420,owner,60000.0,OWN
9421,correctional officer ,40000.0,MORTGAGE
9422,technician,52000.0,MORTGAGE
9423,food services,20000.0,MORTGAGE
9424,sr software engineer,108000.0,MORTGAGE
9425,service clerk,46000.0,OWN
9426,lead architect,120000.0,MORTGAGE
9428,office assistants ,45000.0,MORTGAGE
9429,site manager,60000.0,MORTGAGE
9430,cover driver,60000.0,RENT
9431,hr knowledgebase analyst,78000.0,MORTGAGE
9432,director of people operations ,190000.0,RENT
9433,realtor,250000.0,MORTGAGE
9434,service manager,125000.0,MORTGAGE
9435,professional,100000.0,MORTGAGE
9436,owner,100000.0,RENT
9437,medical assistant,34320.0,OWN
9438,transportation,110000.0,MORTGAGE
9440,marketing,84000.0,OWN
9441,mail handler ,58000.0,OWN
9442,national sales manager,225000.0,MORTGAGE
9444,technical director ,140000.0,OWN
9445,sales clerk,26000.0,OWN
9446,evp,155000.0,MORTGAGE
9448,parts delivery person,32340.0,OWN
9449,owner/accountant,45000.0,OWN
9450,machinist,60000.0,RENT
9451,technician,80000.0,MORTGAGE
9452,secretary,65000.0,MORTGAGE
9453,customer service rep,27354.0,RENT
9454,cad tech,65000.0,RENT
9455,stylist and consultant ,25000.0,RENT
9456,rn,57000.0,MORTGAGE
9457,patient transporter,53000.0,OWN
9459,realtor property manager,34000.0,RENT
9460,project engineer,77000.0,RENT
9462,senior marketing analyst,85000.0,OWN
9463,transportation manager,56000.0,OWN
9465,operator,55000.0,MORTGAGE
9466,paraprofessional 111 (therapeutic ),25000.0,OWN
9467,carpenter,38400.0,MORTGAGE
9468,delivery driver,81000.0,MORTGAGE
9469,assistant professor ,80000.0,RENT
9470,vp philanthropy ,140000.0,MORTGAGE
9471,firefighter,79043.0,MORTGAGE
9472,devops,130000.0,RENT
9473,"vp, corporate reporting",240000.0,MORTGAGE
9474,senior consultant,105000.0,RENT
9475,cna,55000.0,RENT
9476,"vice president, seo",110000.0,RENT
9477,human resources generalist ,45000.0,RENT
9478,software engineer,137000.0,RENT
9479,senior drafting designer,86000.0,MORTGAGE
9481,investment analyst ,48000.0,RENT
9483,it specialist,75000.0,MORTGAGE
9484,provisions,27840.0,MORTGAGE
9486,cfo,177000.0,MORTGAGE
9487,account executive,85000.0,RENT
9488,inspector,95000.0,MORTGAGE
9489,finance clerk ,37770.0,OWN
9490,rn care experience coordinator,65000.0,MORTGAGE
9492,nurse,55000.0,OWN
9493,administrative assistant,30000.0,OWN
9494,at3,46556.0,RENT
9495,teacher,56000.0,MORTGAGE
9496,catering associate,30000.0,RENT
9497,owner,50000.0,MORTGAGE
9498,field manager,110000.0,MORTGAGE
9499,rn,185000.0,MORTGAGE
9500,nurse aide,45000.0,RENT
9501,okay,80000.0,MORTGAGE
9502,mechainc,39000.0,MORTGAGE
9503,cna,35000.0,MORTGAGE
9504,sr storage engineer,120000.0,RENT
9505,technical specialists ,36000.0,RENT
9506,manager customer service,90000.0,RENT
9507,"director, food and nutrition",85000.0,RENT
9508,supervisor,71000.0,MORTGAGE
9509,teacher,75000.0,MORTGAGE
9510,it,52000.0,RENT
9511,senior levle lead machinist,60000.0,MORTGAGE
9512,clerk,45000.0,MORTGAGE
9513,software quality engineer,59991.0,MORTGAGE
9514,chemical officer,94000.0,RENT
9515,client account coordinator ,70000.0,OWN
9516,clinical therapist,66000.0,MORTGAGE
9517,builder,79992.0,OWN
9518,loan officer,135000.0,MORTGAGE
9519,hr specialist,41000.0,RENT
9520,dsp,27500.0,RENT
9522,computer technician,45930.0,MORTGAGE
9524,chief of police,205000.0,MORTGAGE
9525,control room operator,85000.0,MORTGAGE
9526,professor,70000.0,RENT
9527,customer account specialist ,65000.0,MORTGAGE
9528,teacher,93500.0,MORTGAGE
9529,federal law enforcement ,120000.0,MORTGAGE
9530,community liaison,60000.0,RENT
9531,data network consultant,125000.0,MORTGAGE
9532,general manager,100000.0,MORTGAGE
9533,shipping clerck,42500.0,RENT
9534,store manager ,50000.0,RENT
9535,registered nurse,55000.0,RENT
9536,shipping associate,50000.0,RENT
9537,engineer,101000.0,MORTGAGE
9538,recording secretary ,101400.0,OWN
9539,associate,150000.0,MORTGAGE
9540,director of nursing,99000.0,MORTGAGE
9541,carpenter ,72800.0,RENT
9544,owner,44000.0,MORTGAGE
9545,registered nurse,120000.0,MORTGAGE
9546,sr staffing consultant,97000.0,MORTGAGE
9547,president,35000.0,MORTGAGE
9548,visiting assistant professor ,52000.0,RENT
9549,manager,62400.0,OWN
9550,registered nurse,63000.0,RENT
9551,southeast market manager,96000.0,RENT
9553,land admin mgr,130000.0,MORTGAGE
9554,lending consultant,80000.0,MORTGAGE
9555,administrator,100000.0,MORTGAGE
9556,business office manager,83000.0,MORTGAGE
9557,reporting administrator,72000.0,MORTGAGE
9558,senior accountant,55000.0,MORTGAGE
9559,school administrator,133000.0,MORTGAGE
9560,director of marketing ,58000.0,RENT
9561,correction officer,160000.0,MORTGAGE
9562,service representative ,40000.0,RENT
9563,equipment operator,65000.0,MORTGAGE
9565,senior project manager,140000.0,MORTGAGE
9566,home health aid,21900.0,RENT
9567,lead lab technician,60000.0,MORTGAGE
9568,wealth management advisor ,134000.0,OWN
9569,collector,36000.0,OWN
9570,captain,97000.0,MORTGAGE
9571,engineer,78000.0,RENT
9572,loan assistant/credit analyst,43000.0,RENT
9573,future executive sr sales director,80000.0,MORTGAGE
9574,director,153000.0,OWN
9575,senior clerk,41500.0,OWN
9576,cad manager,90000.0,OWN
9577,director,100000.0,MORTGAGE
9578,owner/groomer,70000.0,MORTGAGE
9579,loan officer,110000.0,MORTGAGE
9580,branch manager,100000.0,MORTGAGE
9581,owner,60000.0,RENT
9582,superintendent ,100000.0,MORTGAGE
9583,diesel tech,44000.0,RENT
9585,internet sales & marketing manager,53900.0,RENT
9586,sr claims specialist,40000.0,MORTGAGE
9587,development officer,87125.0,MORTGAGE
9588,front office coordinator,39995.0,RENT
9590,technician,63446.53,OWN
9592,regional visual manager,65000.0,RENT
9593,care provider,26400.0,MORTGAGE
9594,rn,92000.0,MORTGAGE
9595,electrician ,85000.0,OWN
9596,owner,45000.0,MORTGAGE
9597,manager/supervisor,65000.0,OWN
9598,corrections officer,56000.0,RENT
9599,superior court judge,165000.0,MORTGAGE
9600,physical therapist assistant,50000.0,RENT
9601,technician ,50000.0,OWN
9602,driver,700000.0,MORTGAGE
9603,hr director,95000.0,OWN
9604,sr oracle database administrator,120000.0,MORTGAGE
9605,systems administrator,72000.0,RENT
9606,para legal,65000.0,MORTGAGE
9607,software engineer,75000.0,MORTGAGE
9608,captain,108000.0,OWN
9609,management ,30000.0,RENT
9610,sanitation,39000.0,MORTGAGE
9612,software engineer,90000.0,MORTGAGE
9613,line worker,32000.0,RENT
9614,"vp, channel sales & mktg",340000.0,MORTGAGE
9615,csa,30000.0,RENT
9616,shipping supervisor ,38000.0,OWN
9617,accounting,170000.0,MORTGAGE
9618,certified electrician ,85000.0,RENT
9619,rx supervisor,20400.0,RENT
9620,bco,60000.0,RENT
9621,food service director,85000.0,MORTGAGE
9622,engineer,200000.0,MORTGAGE
9623,main banker,36000.0,RENT
9624,instructional support specialist ,60000.0,MORTGAGE
9625,cdl driver,55000.0,MORTGAGE
9626,cheif executive officer,58000.0,MORTGAGE
9627,regional solutions manager,95000.0,MORTGAGE
9628,assistant manager,35000.0,RENT
9629,sqd leader ,78000.0,RENT
9630,maintenance,50000.0,OWN
9631,senior programmer analyst,72500.0,RENT
9632,maid,26000.0,RENT
9633,manager,72000.0,MORTGAGE
9634,sterile processing lead technician,56500.0,RENT
9635,administrative specialist ,36000.0,MORTGAGE
9636,shipping/receiving supervisor,74000.0,MORTGAGE
9637,general manager ,100000.0,MORTGAGE
9638,consultant,180000.0,RENT
9639,analyst,70540.0,RENT
9640,technician,59000.0,RENT
9641,gunnersmate,59869.0,RENT
9642,technical sergeant,60000.0,MORTGAGE
9643,mechanic,70000.0,OWN
9644,union carpenter,45000.0,RENT
9645,irrigation service technician,28000.0,RENT
9646,social ed teacher,60000.0,MORTGAGE
9647,owner,120000.0,RENT
9648,assistant manager,58000.0,RENT
9650,chef,38000.0,MORTGAGE
9651,owner,36785.0,OWN
9652,utility worker i,40000.0,OWN
9653,executive secretary ,43664.0,RENT
9654,lead bartender,50000.0,MORTGAGE
9655,rda,35000.0,RENT
9656,applications developer,200000.0,RENT
9657,professor,85000.0,MORTGAGE
9658,senior business development executive,175000.0,MORTGAGE
9659,hris manager,100000.0,MORTGAGE
9660,manager,144000.0,MORTGAGE
9661,supplier development engineer,129000.0,MORTGAGE
9662,manager,110000.0,MORTGAGE
9663,lab director,81250.0,RENT
9664,enterprise sales,91000.0,MORTGAGE
9665,"vp, business support",82000.0,MORTGAGE
9666,account manager,85000.0,MORTGAGE
9667,work comp specialist ,53800.0,RENT
9668,business intelligence developer,72000.0,MORTGAGE
9669,field consultant,100000.0,RENT
9670,senior activities assistant,29000.0,RENT
9671,1sg,100000.0,MORTGAGE
9672,application developer 3,98000.0,MORTGAGE
9673,senior mechanical engineer,139000.0,MORTGAGE
9675,teacher,65000.0,MORTGAGE
9676,computer technician,19000.0,RENT
9678,certified pharmacy technician,25000.0,OWN
9679,is,76000.0,RENT
9680,owner,34600.0,RENT
9681,director of sales and marketing,115000.0,MORTGAGE
9682,e-commerce manager,48000.0,OWN
9683,office manager,36224.0,OWN
9684,client service representative ,28000.0,RENT
9685,ceo,105000.0,MORTGAGE
9686,financial management techncian,65000.0,MORTGAGE
9687,telecom engineer,98000.0,RENT
9688,president,150000.0,RENT
9689,police officer,65000.0,MORTGAGE
9690,senior sales supervisor,95000.0,MORTGAGE
9691,manager/server,38000.0,RENT
9692,registered dental hygienist,90000.0,MORTGAGE
9693,credentialing manager,100000.0,OWN
9694,lead engineer,175000.0,MORTGAGE
9695,sr project manager,102000.0,MORTGAGE
9696,sales representative ,150000.0,RENT
9697,mechanic,60000.0,OWN
9698,bus opertor,90000.0,MORTGAGE
9699,federal agent,93000.0,MORTGAGE
9700,branch manager ,180000.0,OWN
9701,manager,110000.0,MORTGAGE
9702,server,30000.0,RENT
9703,editor/marketing director,56000.0,RENT
9704,nurse practitioner,155000.0,MORTGAGE
9705,vehicle inventory,57000.0,MORTGAGE
9706,cashier ,14560.0,RENT
9707,group it manager,101000.0,OWN
9708,bookkeeper,53500.0,MORTGAGE
9709,sole proprietor,45000.0,OWN
9710,laborer,80000.0,OWN
9711,truck driver,65000.0,MORTGAGE
9712,truck driver,38979.0,OWN
9713,adjunct professor,60000.0,MORTGAGE
9714,director of information technology,100000.0,OWN
9715,supervisor,150000.0,MORTGAGE
9716,aircraft technician,78000.0,MORTGAGE
9717,recruiter,12000.0,RENT
9718,senior programmer/analyst,107000.0,MORTGAGE
9719,sales rep,64000.0,RENT
9720,vice president,108000.0,MORTGAGE
9721,marketing,130000.0,MORTGAGE
9722,janitor ,30000.0,RENT
9725,assistant professor,79700.0,MORTGAGE
9726,sergeant (e5),56419.68,RENT
9727,sr project manager,160000.0,MORTGAGE
9728,ndt level 2 inspector,34000.0,RENT
9730,consultant,20000.0,RENT
9733,receiving clerk,38000.0,MORTGAGE
9735,benefit consultant,97000.0,RENT
9736,registered nurse team leader,85441.0,MORTGAGE
9737,technical recruiter,75000.0,RENT
9738,agent ,60000.0,MORTGAGE
9739,driver,70000.0,MORTGAGE
9740,manager,60000.0,OWN
9741,manufacturing engineer,106000.0,MORTGAGE
9742,nurse,125000.0,RENT
9743,electronic assembly ,30000.0,RENT
9744,systems integration manager,150000.0,MORTGAGE
9745,director,30000.0,OWN
9746,production ,77000.0,RENT
9747,owner ,90000.0,RENT
9748,deli manager,35000.0,MORTGAGE
9749,educational diagnostician,97000.0,MORTGAGE
9750,sales manager,90000.0,MORTGAGE
9751,lead architect,112000.0,MORTGAGE
9752,vice president,167000.0,MORTGAGE
9753,purchasing aide,55000.0,MORTGAGE
9755,field service engineer,80000.0,MORTGAGE
9756,forman,110000.0,OWN
9757,sales,60000.0,MORTGAGE
9758,application specialist ii,65000.0,MORTGAGE
9759,teacher,55000.0,OWN
9760,nurse,55000.0,MORTGAGE
9761,district partner,110000.0,RENT
9762,service technician ,86000.0,RENT
9763,nurse practitioner,99000.0,MORTGAGE
9764,mechanic,40000.0,RENT
9765,compliance business analyst iv,98000.0,RENT
9766,rn,65000.0,MORTGAGE
9767,inspector,40000.0,RENT
9769,security analyst,85000.0,RENT
9770,finance,140000.0,OWN
9771,project management director,63000.0,RENT
9772,division president ,520000.0,MORTGAGE
9773,partner,125000.0,MORTGAGE
9774,maitnence supervisor,30000.0,OWN
9775,architect,80000.0,MORTGAGE
9776,senior web developer,106000.0,OWN
9777,owner,45000.0,MORTGAGE
9778,roi,28000.0,OWN
9779,estimator,78500.0,RENT
9780,machine operator,140000.0,MORTGAGE
9781,president,250000.0,RENT
9782,assistant human resources,36420.0,RENT
9783,senior graphic designer,59000.0,RENT
9784,employment training center director,36000.0,RENT
9785,supervisor,45000.0,RENT
9786,officer ,100000.0,RENT
9787,cnc programmer,49000.0,RENT
9788,mail carrier,35000.0,MORTGAGE
9789,driver,43900.0,MORTGAGE
9790,accountant,58250.0,MORTGAGE
9791,regional sales manager,275000.0,MORTGAGE
9792,account executive,55000.0,RENT
9794,driver,62800.0,MORTGAGE
9795,accounting ,38000.0,MORTGAGE
9796,owner,150000.0,OWN
9797,senior software engineer,92000.0,RENT
9798,machinist mate third class,42000.0,RENT
9799,project manager,76500.0,MORTGAGE
9800,foreman,79000.0,MORTGAGE
9801,detailer,38000.0,MORTGAGE
9802,superintendent ,74870.0,MORTGAGE
9803,mortgage loan officer,90000.0,RENT
9804,dental hygenist,64000.0,RENT
9805,ramp agent,15000.0,RENT
9806,general manager,69000.0,OWN
9807,registered nurse,60000.0,MORTGAGE
9808,teacher,40000.0,MORTGAGE
9809,delivery drivers,41000.0,RENT
9810,sales,160000.0,RENT
9811,manager,50000.0,RENT
9813,president,125000.0,MORTGAGE
9814,vet assistant,15000.0,RENT
9815,training manager,75000.0,RENT
9816,welder ,42000.0,RENT
9817,quality inventory management tech,65000.0,RENT
9818,mailman,63000.0,MORTGAGE
9819,supervisor,30000.0,RENT
9820,veterinary technician,40000.0,RENT
9821,management,88000.0,MORTGAGE
9822,it security project manager,141000.0,OWN
9823,teacher,55523.24,OWN
9824,contractor,140000.0,RENT
9827,"branch store managermarion n,c",42000.0,RENT
9828,teacher,45000.0,RENT
9829,program administator,96400.0,MORTGAGE
9830,lead automation developer,132000.0,MORTGAGE
9831,receiptionist,38000.0,RENT
9832,dean of students,78000.0,OWN
9833,branded editor,58000.0,RENT
9834,cook,35000.0,RENT
9835,area sales manager,100000.0,MORTGAGE
9836,office manager,55000.0,MORTGAGE
9837,maintenance ,43000.0,OWN
9838,sergeant first class,103000.0,MORTGAGE
9839,registered nurse ,82000.0,RENT
9840,manager,43000.0,RENT
9841,assistant store manager,56750.0,MORTGAGE
9842,lead devops engineer,145000.0,OWN
9843,chef,36320.0,MORTGAGE
9844,insurance underwriter ,67500.0,RENT
9845,administrative secretary,48000.0,RENT
9846,systems engineer,103000.0,MORTGAGE
9847,president,139000.0,MORTGAGE
9848,manager,115000.0,MORTGAGE
9849,technician,67200.0,RENT
9850,chaplain,65000.0,RENT
9851,telemarketer,50000.0,RENT
9852,service technician,39520.0,OWN
9853,rn,57000.0,MORTGAGE
9855,maintenance supervisor,70000.0,MORTGAGE
9856,cardiothoracic sales specialist,233000.0,RENT
9857,baker ,36000.0,MORTGAGE
9858,compensation practices manager,77856.0,MORTGAGE
9859,project engineer,96800.0,RENT
9861,president ,98241.0,RENT
9862,customer success manager,62000.0,RENT
9863,owner,65000.0,MORTGAGE
9864,senior advisor t-2 apple,95000.0,RENT
9865,service manager,100000.0,RENT
9866,laborer foreman ,85000.0,MORTGAGE
9867,teacher,60000.0,MORTGAGE
9868,managing director,1200000.0,RENT
9869,teacher,40000.0,MORTGAGE
9870,hair dresser ,240000.0,MORTGAGE
9871,custodian,50000.0,MORTGAGE
9872,stocker,21000.0,RENT
9873,associate professor,120000.0,MORTGAGE
9874,librarian,72000.0,MORTGAGE
9875,histology technician,53000.0,MORTGAGE
9876,supervisor,75000.0,MORTGAGE
9877,charger operator ,31000.0,MORTGAGE
9878,graphic designer,58000.0,RENT
9879,integration tech iii,76590.0,MORTGAGE
9880,truck driving,112000.0,MORTGAGE
9881,nursing coordinator -admin ii,144000.0,MORTGAGE
9882,sales manager,110000.0,MORTGAGE
9883,food server,33000.0,RENT
9884,network engineer,101851.0,OWN
9885,shipping supervisor ,65000.0,MORTGAGE
9886,owner,106000.0,MORTGAGE
9887,line haul driver,54000.0,RENT
9888,nursing,52300.0,RENT
9889,administrative assistant,40000.0,MORTGAGE
9890,locksmith,44000.0,OWN
9891,sales associates,65000.0,OWN
9892,sales,128000.0,MORTGAGE
9893,teacher,60000.0,MORTGAGE
9895,dental hygienist,70000.0,OWN
9896,flight attendant,60000.0,MORTGAGE
9897,warehouse assistant,26000.0,RENT
9898,project manager assistant,67000.0,RENT
9899,mortgage banker,300000.0,MORTGAGE
9901,lawyer/owner,90000.0,MORTGAGE
9902,financial representative,300000.0,RENT
9903,realtor,70000.0,MORTGAGE
9904,regional revenue manager,120000.0,MORTGAGE
9905,tugboat captain,120000.0,MORTGAGE
9906,client billing coordinator,65000.0,OWN
9907,server,29400.0,MORTGAGE
9908,engineering project manager,150000.0,MORTGAGE
9909,cleaner,20000.0,RENT
9910,customer service rep,65000.0,OWN
9911,superintendent,130000.0,OWN
9913,director of operations,106090.0,RENT
9914,dc tech,30000.0,OWN
9915,findlay terminal manager,66000.0,MORTGAGE
9916,mechanic,84000.0,OWN
9917,regional finance leader,150000.0,MORTGAGE
9918,stockman,75000.0,RENT
9919,software engineer in test,107000.0,MORTGAGE
9920,employee,40000.0,RENT
9921,programmer analyst,85000.0,MORTGAGE
